trigram,freq
"('be', 'soooo', 'sloppy')",1
"('soooo', 'sloppy', 'especially')",1
"('sloppy', 'especially', 'around')",1
"('the', 'collar', 'there')",1
"('collar', 'there', 'is')",1
"('is', 'nothing', 'crisp')",1
"('nothing', 'crisp', 'about')",1
"('crisp', 'about', 'it')",1
"('about', 'it', 'i')",1
"('it', 'i', 've')",1
"('i', 've', 'had')",1
"('ve', 'had', 'boiled')",1
"('had', 'boiled', 'wool')",1
"('boiled', 'wool', 'outer')",1
"('wool', 'outer', 'ware')",1
"('outer', 'ware', 'before')",1
"('ware', 'before', 'that')",1
"('before', 'that', 'held')",1
"('that', 'held', 'it')",1
"('held', 'it', 'shape')",1
"('it', 'shape', 'much')",1
"('shape', 'much', 'better')",1
"('better', 'than', 'this')",1
"('than', 'this', 'if')",1
"('this', 'if', 'i')",1
"('i', 'wanted', 'fleece')",1
"('wanted', 'fleece', 'i')",1
"('fleece', 'i', 'wouldn')",1
"('t', 'have', 'picked')",1
"('have', 'picked', 'retailer')",1
"('picked', 'retailer', 'a')",1
"('retailer', 'a', 'the')",1
"('a', 'the', 's')",1
"('the', 's', 'The')",1
"('s', 'The', 'photo')",1
"('The', 'photo', 'misrepresents')",1
"('photo', 'misrepresents', 'how')",1
"('misrepresents', 'how', 'large')",1
"('large', 'this', 'sweater')",1
"('sweater', 'is', 'it')",1
"('it', 'is', 'giant')",1
"('is', 'giant', 'petite')",1
"('giant', 'petite', 'lady')",1
"('petite', 'lady', 'stay')",1
"('lady', 'stay', 'away')",1
"('stay', 'away', 'from')",1
"('away', 'from', 'this')",1
"('from', 'this', 'sweater')",1
"('sweater', 'i', 'ordered')",1
"('x', 'and', 'usually')",1
"('and', 'usually', 'can')",1
"('usually', 'can', 'manage')",1
"('can', 'manage', 'to')",1
"('manage', 'to', 'fit')",1
"('to', 'fit', 'in')",1
"('a', 'regular', 'x')",1
"('regular', 'x', 'but')",1
"('x', 'but', 'this')",1
"('this', 'just', 'floored')",1
"('just', 'floored', 'me')",1
"('floored', 'me', 'the')",1
"('me', 'the', 'neckline')",1
"('the', 'neckline', 'wouldn')",1
"('neckline', 'wouldn', 't')",1
"('t', 'even', 'stay')",1
"('even', 'stay', 'up')",1
"('stay', 'up', 'on')",1
"('my', 'upper', 'body')",1
"('upper', 'body', 'it')",1
"('body', 'it', 'wa')",1
"('it', 'wa', 'that')",1
"('wa', 'that', 'loose')",1
"('that', 'loose', 'also')",1
"('loose', 'also', 'the')",1
"('also', 'the', 'width')",1
"('the', 'width', 'of')",1
"('width', 'of', 'the')",1
"('the', 'sweater', 'doe')",1
"('sweater', 'doe', 'not')",1
"('doe', 'not', 'at')",1
"('at', 'all', 'hug')",1
"('all', 'hug', 'the')",1
"('hug', 'the', 'body')",1
"('the', 'body', 'a')",1
"('body', 'a', 'show')",1
"('a', 'show', 'on')",1
"('show', 'on', 'the')",1
"('it', 'is', 'like')",1
"('tent', 'i', 'm')",1
"('m', 'so', 'bummed')",1
"('so', 'bummed', 'the')",1
"('bummed', 'the', 'color')",1
"('the', 'color', 'blue')",1
"('color', 'blue', 'is')",1
"('blue', 'is', 'nice')",1
"('and', 'the', 'sweater')",1
"('sweater', 'is', 'really')",1
"('is', 'really', 'soft')",1
"('really', 'soft', 'it')",1
"('soft', 'it', 's')",1
"('bad', 'it', 'doesn')",1
"('t', 'fit', 'smaller')",1
"('fit', 'smaller', 'woman')",1
"('smaller', 'woman', 'So')",1
"('woman', 'So', 'disappointed')",1
"('So', 'disappointed', 'bought')",1
"('disappointed', 'bought', 'these')",1
"('bought', 'these', 'in')",1
"('these', 'in', 'a')",1
"('in', 'a', '29')",1
"('a', '29', 'and')",1
"('29', 'and', 'should')",1
"('and', 'should', 've')",1
"('should', 've', 'gone')",1
"('ve', 'gone', 'with')",1
"('gone', 'with', 'a')",1
"('with', 'a', '28')",1
"('a', '28', 'they')",1
"('28', 'they', 're')",1
"('they', 're', 'super')",1
"('re', 'super', 'cute')",1
"('super', 'cute', 'i')",1
"('cute', 'i', 'got')",1
"('got', 'the', 'green')",1
"('the', 'green', 'the')",1
"('green', 'the', 'fit')",1
"('fit', 'is', 'off')",1
"('is', 'off', 'like')",1
"('off', 'like', 'the')",1
"('other', 'review', 'they')",1
"('review', 'they', 'stretch')",1
"('they', 'stretch', 'out')",1
"('stretch', 'out', 'way')",1
"('out', 'way', 'too')",1
"('too', 'much', 'i')",1
"('much', 'i', 'would')",1
"('i', 'would', 'return')",1
"('would', 'return', 'these')",1
"('return', 'these', 'but')",1
"('these', 'but', 'have')",1
"('but', 'have', 'already')",1
"('have', 'already', 'washed')",1
"('already', 'washed', 'them')",1
"('them', 'they', 'wash')",1
"('they', 'wash', 'terribly')",1
"('wash', 'terribly', 'too')",1
"('terribly', 'too', 'there')",1
"('too', 'there', 'are')",1
"('there', 'are', 'weird')",1
"('are', 'weird', 'fading')",1
"('weird', 'fading', 'mark')",1
"('fading', 'mark', 'all')",1
"('mark', 'all', 'over')",1
"('all', 'over', 'even')",1
"('over', 'even', 'when')",1
"('even', 'when', 'washed')",1
"('when', 'washed', 'in')",1
"('washed', 'in', 'cold')",1
"('cold', 'water', 'like')",1
"('water', 'like', 'the')",1
"('like', 'the', 'tag')",1
"('tag', 'state', 'so')",1
"('state', 'so', 'disappointed')",1
"('i', 'spent', 'my')",1
"('spent', 'my', 'gift')",1
"('my', 'gift', 'card')",1
"('gift', 'card', 'from')",1
"('card', 'from', 'christmas')",1
"('from', 'christmas', 'on')",1
"('christmas', 'on', 'these')",1
"('on', 'these', 'i')",1
"('these', 'i', 've')",1
"('i', 've', 'been')",2
"('been', 'a', 'loyal')",1
"('a', 'loyal', 'retailer')",1
"('loyal', 'retailer', 'customer')",1
"('retailer', 'customer', 'for')",1
"('customer', 'for', 'year')",1
"('for', 'year', 'and')",1
"('year', 'and', 'this')",2
"('is', 'the', 'first')",2
"('time', 'i', 've')",2
"('ve', 'been', 'severely')",1
"('been', 'severely', 'Really')",1
"('severely', 'Really', 'disappointing')",1
"('Really', 'disappointing', 'quality')",1
"('disappointing', 'quality', 'these')",1
"('quality', 'these', 'jean')",1
"('these', 'jean', 'are')",1
"('jean', 'are', 'of')",1
"('are', 'of', 'a')",1
"('poor', 'quality', 'material')",1
"('quality', 'material', 'and')",1
"('material', 'and', 'developed')",1
"('and', 'developed', 'hole')",1
"('developed', 'hole', 'in')",1
"('in', 'the', 'inseams')",1
"('the', 'inseams', 'after')",1
"('inseams', 'after', 'only')",1
"('after', 'only', 'a')",1
"('only', 'a', 'month')",1
"('a', 'month', 'i')",1
"('month', 'i', 'love')",1
"('i', 'love', 'pilcros')",1
"('love', 'pilcros', 'and')",1
"('pilcros', 'and', 'am')",1
"('and', 'am', 'totally')",1
"('am', 'totally', 'shocked')",1
"('totally', 'shocked', 'at')",1
"('shocked', 'at', 'the')",1
"('at', 'the', 'poor')",1
"('poor', 'quality', 'retailer')",1
"('quality', 'retailer', 'i')",1
"('retailer', 'i', 'hope')",1
"('hope', 'this', 'is')",1
"('just', 'a', 'fluke')",1
"('a', 'fluke', 'not')",1
"('fluke', 'not', 'worth')",1
"('money', 'I', 'tried')",1
"('store', 'and', 'it')",1
"('huge', 'i', 'couldn')",1
"('couldn', 't', 'try')",1
"('t', 'try', 'on')",1
"('on', 'a', 'smaller')",1
"('smaller', 'size', 'because')",1
"('size', 'because', 'they')",1
"('because', 'they', 'only')",1
"('they', 'only', 'had')",1
"('only', 'had', 'a')",1
"('had', 'a', '2')",1
"('a', '2', 'and')",1
"('2', 'and', '4')",1
"('and', '4', 'i')",1
"('4', 'i', 'tried')",1
"('on', 'my', 'usual')",1
"('usual', 'size', '12')",1
"('size', '12', 'i')",1
"('12', 'i', 'don')",1
"('t', 'think', 'the')",1
"('think', 'the', 'embroidery')",1
"('is', 'a', 'pretty')",1
"('a', 'pretty', 'in')",2
"('in', 'person', 'either')",1
"('person', 'either', 'definitely')",1
"('either', 'definitely', 'not')",1
"('the', 'price', 'This')",1
"('price', 'This', 'is')",1
"('is', 'the', 'oddest')",1
"('the', 'oddest', 'fitting')",1
"('oddest', 'fitting', 'pullover')",1
"('fitting', 'pullover', 'there')",1
"('pullover', 'there', 'is')",1
"('much', 'fabric', 'around')",1
"('chest', 'it', 'is')",1
"('it', 'is', 'fitted')",1
"('is', 'fitted', 'everywhere')",1
"('fitted', 'everywhere', 'else')",1
"('everywhere', 'else', 'but')",1
"('else', 'but', 'then')",1
"('but', 'then', 'balloon')",1
"('then', 'balloon', 'out')",1
"('front', 'i', 'liked')",1
"('liked', 'it', 'at')",1
"('it', 'at', 'first')",1
"('first', 'but', 'really')",1
"('but', 'really', 'started')",1
"('really', 'started', 'to')",1
"('started', 'to', 'dislike')",1
"('to', 'dislike', 'all')",1
"('dislike', 'all', 'the')",1
"('all', 'the', 'bunchiness')",1
"('the', 'bunchiness', 'is')",1
"('bunchiness', 'is', 'that')",1
"('is', 'that', 'a')",1
"('that', 'a', 'word')",1
"('a', 'word', 'i')",1
"('word', 'i', 'gave')",1
"('i', 'gave', 'it')",1
"('gave', 'it', 'away')",1
"('it', 'away', 'I')",1
"('away', 'I', 'bought')",1
"('I', 'bought', 'an')",1
"('bought', 'an', 'xl')",1
"('xl', 'and', 'they')",1
"('and', 'they', 'looked')",1
"('looked', 'like', 'they')",1
"('like', 'they', 'would')",1
"('been', 'a', 'small')",1
"('a', 'small', 'can')",1
"('small', 'can', 't')",1
"('can', 't', 'review')",1
"('t', 'review', 'anything')",1
"('review', 'anything', 'else')",1
"('anything', 'else', 'because')",1
"('else', 'because', 'i')",1
"('because', 'i', 'couldn')",1
"('even', 'get', 'them')",1
"('get', 'them', 'on')",1
"('them', 'on', 'ridiculous')",1
"('on', 'ridiculous', 'I')",1
"('ridiculous', 'I', 'ordered')",1
"('this', 'in', 'both')",1
"('in', 'both', 'an')",1
"('both', 'an', 'extra')",1
"('small', 'i', 'found')",1
"('found', 'that', 'there')",1
"('that', 'there', 'wa')",1
"('a', 'very', 'big')",2
"('very', 'big', 'difference')",1
"('big', 'difference', 'in')",1
"('difference', 'in', 'the')",1
"('the', 'two', 'size')",1
"('size', 'the', 'extra')",1
"('the', 'extra', 'small')",1
"('extra', 'small', 'wa')",1
"('small', 'wa', 'true')",1
"('size', 'and', 'had')",1
"('had', 'a', 'great')",1
"('a', 'great', 'width')",1
"('great', 'width', 'but')",1
"('width', 'but', 'wa')",1
"('but', 'wa', 'shorter')",1
"('wa', 'shorter', 'in')",1
"('shorter', 'in', 'length')",1
"('in', 'length', 'than')",1
"('length', 'than', 'i')",1
"('than', 'i', 'would')",1
"('would', 've', 'liked')",1
"('ve', 'liked', 'if')",1
"('liked', 'if', 'it')",1
"('if', 'it', 'shrunk')",1
"('it', 'shrunk', 'at')",1
"('shrunk', 'at', 'all')",1
"('all', 'it', 'would')",1
"('it', 'would', 've')",1
"('ve', 'been', 'unwearable')",1
"('been', 'unwearable', 'the')",1
"('unwearable', 'the', 'small')",1
"('the', 'small', 'wa')",1
"('small', 'wa', 'quite')",1
"('wa', 'quite', 'a')",1
"('quite', 'a', 'jump')",1
"('a', 'jump', 'in')",1
"('jump', 'in', 'size')",1
"('in', 'size', 'and')",1
"('size', 'and', 'wa')",1
"('little', 'wider', 'than')",1
"('wider', 'than', 'i')",1
"('than', 'i', 'liked')",1
"('i', 'liked', 'but')",1
"('liked', 'but', 'i')",1
"('to', 'keep', 'that')",1
"('keep', 'that', 'one')",1
"('that', 'one', 'the')",1
"('one', 'the', 'top')",1
"('and', 'comfortable', 'when')",1
"('comfortable', 'when', 'i')",1
"('when', 'i', 'wore')",1
"('wore', 'it', 'however')",1
"('however', 'i', 'just')",1
"('i', 'just', 'washed')",1
"('just', 'washed', 'it')",1
"('washed', 'it', 'once')",1
"('it', 'once', 'on')",1
"('once', 'on', 'delicate')",1
"('on', 'delicate', 'in')",1
"('water', 'and', 'when')",1
"('when', 'i', 'In')",1
"('i', 'In', 'a')",1
"('In', 'a', 'sea')",1
"('a', 'sea', 'of')",1
"('sea', 'of', 'dress')",1
"('of', 'dress', 'this')",1
"('dress', 'this', 'is')",1
"('is', 'the', 'one')",1
"('one', 'that', 'caught')",1
"('that', 'caught', 'my')",1
"('caught', 'my', 'eye')",2
"('my', 'eye', 'in')",1
"('eye', 'in', 'the')",1
"('in', 'the', 'whole')",1
"('the', 'whole', 'store')",1
"('whole', 'store', 'i')",1
"('am', 'a', 'pear')",1
"('a', 'pear', 'shape')",1
"('pear', 'shape', 'and')",1
"('shape', 'and', 'ended')",1
"('and', 'ended', 'up')",2
"('ended', 'up', 'trying')",1
"('up', 'trying', 'both')",1
"('trying', 'both', 'the')",1
"('both', 'the', 'medium')",1
"('and', 'the', 'large')",1
"('the', 'large', 'taking')",1
"('large', 'taking', 'the')",1
"('taking', 'the', 'medium')",1
"('the', 'medium', 'home')",1
"('medium', 'home', 'it')",1
"('home', 'it', 'wa')",1
"('wa', 'super', 'flattering')",1
"('super', 'flattering', 'on')",1
"('flattering', 'on', 'and')",1
"('and', 'wa', 'an')",1
"('wa', 'an', 'appropriate')",1
"('an', 'appropriate', 'length')",1
"('appropriate', 'length', 'to')",1
"('length', 'to', 'pair')",1
"('to', 'pair', 'with')",1
"('pair', 'with', 'tights')",1
"('with', 'tights', 'here')",1
"('tights', 'here', 's')",1
"('here', 's', 'where')",1
"('s', 'where', 'the')",1
"('where', 'the', 'problem')",1
"('the', 'problem', 'happened')",1
"('problem', 'happened', 'i')",1
"('happened', 'i', 'wanted')",1
"('dress', 'for', 'thanksgiving')",1
"('for', 'thanksgiving', 'i')",1
"('thanksgiving', 'i', 'put')",1
"('on', 'and', 'a')",1
"('and', 'a', 'i')",1
"('a', 'i', 'tightened')",1
"('i', 'tightened', 'the')",1
"('tightened', 'the', 'drawstring')",1
"('the', 'drawstring', 'to')",1
"('drawstring', 'to', 'cinch')",1
"('the', 'waist', 'riiiiiiiiiip')",1
"('waist', 'riiiiiiiiiip', 'the')",1
"('riiiiiiiiiip', 'the', 'drawstring')",1
"('the', 'drawstring', 'ripped')",1
"('drawstring', 'ripped', 'through')",1
"('ripped', 'through', 'the')",1
"('the', 'fabric', 'at')",1
"('fabric', 'at', 'the')",1
"('at', 'the', 'waistband')",1
"('waistband', 'so', 'disappointed')",1
"('so', 'disappointed', 'Just')",1
"('disappointed', 'Just', 'wanted')",1
"('Just', 'wanted', 'to')",1
"('wanted', 'to', 'review')",1
"('to', 'review', 'so')",1
"('review', 'so', 'people')",1
"('so', 'people', 'know')",1
"('people', 'know', 'this')",1
"('know', 'this', 'hoodie')",1
"('this', 'hoodie', 'ha')",1
"('hoodie', 'ha', 'a')",1
"('ha', 'a', 'zipper')",1
"('a', 'zipper', 'it')",1
"('zipper', 'it', 's')",1
"('s', 'very', 'soft')",1
"('soft', 'and', 'comfy')",1
"('and', 'comfy', 'but')",1
"('comfy', 'but', 'i')",1
"('for', 'a', 'pullover')",1
"('a', 'pullover', 'hoodie')",1
"('pullover', 'hoodie', 'and')",1
"('hoodie', 'and', 'am')",1
"('and', 'am', 'disappointed')",1
"('am', 'disappointed', 'that')",1
"('disappointed', 'that', 'once')",1
"('that', 'once', 'again')",1
"('once', 'again', 'retailer')",1
"('again', 'retailer', 's')",1
"('retailer', 's', 'picture')",1
"('s', 'picture', 'doesn')",1
"('picture', 'doesn', 't')",1
"('doesn', 't', 'match')",1
"('t', 'match', 'the')",1
"('match', 'the', 'actual')",1
"('the', 'actual', 'product')",1
"('actual', 'product', 'it')",1
"('product', 'it', 'doe')",1
"('it', 'doe', 'fit')",1
"('doe', 'fit', 'true')",1
"('to', 'size', 'however')",1
"('size', 'however', 'After')",1
"('however', 'After', 'readying')",1
"('After', 'readying', 'the')",1
"('readying', 'the', 'review')",1
"('dress', 'i', 'thought')",1
"('i', 'thought', 'for')",1
"('thought', 'for', 'sure')",1
"('for', 'sure', 'i')",1
"('sure', 'i', 'wa')",1
"('i', 'wa', 'purchasing')",1
"('wa', 'purchasing', 'a')",1
"('purchasing', 'a', 'winner')",1
"('a', 'winner', 'boy')",1
"('winner', 'boy', 'wa')",1
"('boy', 'wa', 'i')",1
"('wa', 'i', 'wrong')",1
"('i', 'wrong', 'first')",1
"('wrong', 'first', 'this')",1
"('first', 'this', 'dress')",1
"('this', 'dress', 'feel')",1
"('dress', 'feel', 'like')",1
"('potato', 'sack', 'and')",1
"('sack', 'and', 'looked')",1
"('looked', 'like', 'one')",1
"('like', 'one', 'on')",1
"('one', 'on', 'i')",1
"('boxy', 'and', 'more')",1
"('and', 'more', 'of')",1
"('of', 'a', 'o')",1
"('a', 'o', 'one')",1
"('o', 'one', 'size')",1
"('one', 'size', 'fit')",1
"('size', 'fit', 'all')",1
"('fit', 'all', 'sizing')",1
"('all', 'sizing', 'it')",1
"('sizing', 'it', 'did')",1
"('did', 'not', 'embrace')",1
"('not', 'embrace', 'my')",1
"('embrace', 'my', 'curve')",1
"('my', 'curve', 'at')",1
"('curve', 'at', 'all')",1
"('all', 'the', 'material')",1
"('material', 'wa', 'not')",1
"('not', 'a', 'chic')",1
"('a', 'chic', 'a')",1
"('chic', 'a', 'i')",1
"('a', 'i', 'would')",1
"('would', 'have', 'thought')",1
"('have', 'thought', 'overall')",1
"('thought', 'overall', 'the')",1
"('overall', 'the', 'entire')",1
"('dress', 'wa', 'not')",1
"('not', 'flattering', 'honestly')",1
"('flattering', 'honestly', 'i')",1
"('honestly', 'i', 'do')",1
"('not', 'understand', 'what')",1
"('understand', 'what', 'the')",1
"('what', 'the', 'rave')",1
"('the', 'rave', 'review')",1
"('rave', 'review', 'were')",1
"('review', 'were', 'talking')",1
"('were', 'talking', 'about')",1
"('talking', 'about', 'it')",1
"('about', 'it', 'Too')",1
"('it', 'Too', 'much')",1
"('Too', 'much', 'material')",1
"('much', 'material', 'everywhere')",1
"('material', 'everywhere', 'i')",1
"('everywhere', 'i', 'am')",1
"('i', 'am', '122lbs')",1
"('am', '122lbs', '5')",1
"('122lbs', '5', '4')",1
"('4', 'and', 'i')",1
"('x', 'a', 'usual')",1
"('usual', 'i', 'wa')",1
"('i', 'wa', 'overwhelmed')",1
"('wa', 'overwhelmed', 'in')",1
"('overwhelmed', 'in', 'a')",1
"('in', 'a', 'blanket')",1
"('a', 'blanket', 'of')",1
"('blanket', 'of', 'knitted')",1
"('of', 'knitted', 'material')",1
"('knitted', 'material', 'of')",1
"('material', 'of', 'muted')",1
"('of', 'muted', 'color')",1
"('muted', 'color', 'nice')",1
"('color', 'nice', 'green')",1
"('nice', 'green', 'slip')",1
"('green', 'slip', 'though')",1
"('slip', 'though', 'i')",1
"('though', 'i', 'will')",1
"('will', 'return', 'it')",1
"('return', 'it', 'asap')",1
"('it', 'asap', 'this')",1
"('asap', 'this', 'is')",1
"('is', 'super', 'ugly')",1
"('super', 'ugly', 'This')",1
"('ugly', 'This', 'dress')",1
"('dress', 'hang', 'horribly')",1
"('hang', 'horribly', 'unlike')",1
"('horribly', 'unlike', 'the')",1
"('unlike', 'the', 'photo')",1
"('photo', 'the', 'waist')",1
"('the', 'waist', 'doe')",1
"('waist', 'doe', 'not')",1
"('doe', 'not', 'cinch')",1
"('not', 'cinch', 'too')",1
"('cinch', 'too', 'bad')",1
"('too', 'bad', 'the')",1
"('bad', 'the', 'color')",1
"('are', 'great', 'and')",1
"('material', 'is', 'nice')",1
"('is', 'nice', 'because')",1
"('nice', 'because', 'i')",1
"('because', 'i', 'bought')",2
"('sale', 'i', 'may')",1
"('i', 'may', 'try')",1
"('may', 'try', 'to')",1
"('try', 'to', 'tailor')",1
"('to', 'tailor', 'it')",1
"('tailor', 'it', 'to')",1
"('it', 'to', 'work')",1
"('work', 'but', 'unless')",1
"('but', 'unless', 'you')",1
"('you', 'are', 'willing')",1
"('are', 'willing', 'to')",1
"('willing', 'to', 'do')",1
"('to', 'do', 'that')",1
"('do', 'that', 'it')",1
"('that', 'it', 'a')",1
"('it', 'a', 'no')",1
"('a', 'no', 'go')",1
"('no', 'go', 'I')",1
"('go', 'I', 'am')",1
"('I', 'am', 'returning')",1
"('am', 'returning', 'the')",1
"('returning', 'the', 'dress')",1
"('dress', 'it', 'ha')",1
"('it', 'ha', 'too')",1
"('ha', 'too', 'much')",1
"('too', 'much', 'volume')",1
"('much', 'volume', 'and')",1
"('volume', 'and', 'is')",1
"('all', 'This', 'looked')",1
"('This', 'looked', 'fabulous')",1
"('looked', 'fabulous', 'on')",1
"('fabulous', 'on', 'the')",1
"('the', 'model', 'of')",1
"('model', 'of', 'course')",1
"('of', 'course', 'and')",1
"('course', 'and', 'i')",1
"('i', 'love', 'sweater')",1
"('love', 'sweater', 'dress')",1
"('sweater', 'dress', 'but')",1
"('dress', 'but', 'even')",1
"('but', 'even', 'in')",1
"('even', 'in', 'an')",1
"('x', 'i', 'wa')",1
"('i', 'wa', 'drowning')",1
"('wa', 'drowning', 'in')",1
"('drowning', 'in', 'fabric')",1
"('in', 'fabric', 'and')",1
"('fabric', 'and', 'looked')",1
"('and', 'looked', 'ludicrous')",1
"('looked', 'ludicrous', 'concept')",1
"('ludicrous', 'concept', 'is')",1
"('concept', 'is', 'good')",1
"('is', 'good', 'but')",1
"('good', 'but', 'execution')",1
"('but', 'execution', 'went')",1
"('execution', 'went', 'terribly')",1
"('went', 'terribly', 'wrong')",1
"('terribly', 'wrong', 'somewhere')",1
"('wrong', 'somewhere', 'a')",1
"('somewhere', 'a', 'definite')",1
"('definite', 'return', 'Terrible')",1
"('return', 'Terrible', 'fit')",1
"('Terrible', 'fit', 'for')",1
"('for', 'a', 'longer')",1
"('a', 'longer', 'torso')",1
"('longer', 'torso', 'run')",1
"('torso', 'run', 'small')",1
"('run', 'small', 'in')",1
"('small', 'in', 'hip')",1
"('in', 'hip', 'and')",1
"('hip', 'and', 'lining')",1
"('and', 'lining', 'huge')",1
"('lining', 'huge', 'in')",1
"('huge', 'in', 'the')",2
"('the', 'waist', 'not')",1
"('waist', 'not', 'good')",1
"('not', 'good', 'for')",1
"('good', 'for', 'an')",1
"('for', 'an', 'hourglass')",1
"('hourglass', 'figure', 'This')",1
"('figure', 'This', 'sweater')",1
"('This', 'sweater', 'did')",1
"('not', 'flatter', 'a')",1
"('flatter', 'a', 'sz')",1
"('a', 'sz', '12')",1
"('sz', '12', 'with')",1
"('12', 'with', '36d')",1
"('with', '36d', 'chest')",1
"('36d', 'chest', 'it')",1
"('chest', 'it', 's')",1
"('s', 'very', 'well')",1
"('very', 'well', 'made')",1
"('made', 'but', 'not')",1
"('not', 'for', 'the')",1
"('for', 'the', 'curvy')",1
"('the', 'curvy', 'girl')",1
"('curvy', 'girl', 'this')",1
"('girl', 'this', 'is')",1
"('is', 'my', 'very')",1
"('my', 'very', 'first')",1
"('very', 'first', 'review')",1
"('first', 'review', 'and')",1
"('review', 'and', 'felt')",1
"('and', 'felt', 'compelled')",1
"('felt', 'compelled', 'to')",1
"('compelled', 'to', 'share')",1
"('to', 'share', 'my')",1
"('share', 'my', 'thought')",1
"('my', 'thought', 'since')",1
"('thought', 'since', 'i')",1
"('since', 'i', 'heavily')",1
"('i', 'heavily', 'rely')",1
"('heavily', 'rely', 'on')",1
"('rely', 'on', 'others')",1
"('on', 'others', 'review')",1
"('others', 'review', 'before')",1
"('review', 'before', 'i')",1
"('before', 'i', 'purchase')",1
"('i', 'purchase', 'These')",1
"('purchase', 'These', 'pant')",1
"('These', 'pant', 'look')",1
"('pant', 'look', 'nice')",1
"('look', 'nice', 'and')",1
"('nice', 'and', 'are')",1
"('and', 'are', 'comfortable')",1
"('are', 'comfortable', 'but')",1
"('comfortable', 'but', 'the')",1
"('terrible', 'i', 'should')",1
"('i', 'should', 'not')",1
"('should', 'not', 'be')",1
"('not', 'be', 'surprised')",1
"('be', 'surprised', 'because')",1
"('surprised', 'because', 'i')",1
"('another', 'pair', 'of')",1
"('of', 'pant', 'by')",1
"('pant', 'by', 'this')",1
"('by', 'this', 'same')",1
"('this', 'same', 'label')",1
"('same', 'label', 'at')",1
"('label', 'at', 'antro')",1
"('at', 'antro', 'earlier')",1
"('antro', 'earlier', 'this')",1
"('earlier', 'this', 'year')",1
"('this', 'year', 'and')",1
"('year', 'and', 'they')",1
"('and', 'they', 'did')",1
"('at', 'all', 'either')",1
"('all', 'either', 'but')",1
"('either', 'but', 'i')",1
"('but', 'i', 'thought')",1
"('i', 'd', 'give')",1
"('d', 'give', 'it')",1
"('it', 'another', 'shot')",1
"('another', 'shot', 'never')",1
"('shot', 'never', 'again')",1
"('never', 'again', 'i')",1
"('again', 'i', 'm')",1
"('i', 'm', 'on')",1
"('m', 'on', 'my')",1
"('on', 'my', '5th')",1
"('my', '5th', 'wear')",1
"('5th', 'wear', 'and')",1
"('wear', 'and', 'the')",1
"('and', 'the', 'crotch')",1
"('the', 'crotch', 'and')",1
"('crotch', 'and', 'inner')",1
"('and', 'inner', 'thigh')",1
"('inner', 'thigh', 'have')",1
"('thigh', 'have', 'worn')",1
"('have', 'worn', 'away')",1
"('worn', 'away', 'completely')",1
"('away', 'completely', 'i')",1
"('completely', 'i', 'mean')",1
"('i', 'mean', 'huge')",1
"('mean', 'huge', 'hole')",1
"('huge', 'hole', 'in')",1
"('the', 'fabric', 'where')",1
"('fabric', 'where', 'it')",1
"('where', 'it', 's')",1
"('s', 'just', 'disintegrated')",1
"('just', 'disintegrated', 'even')",1
"('disintegrated', 'even', 'at')",1
"('even', 'at', 'extra')",1
"('at', 'extra', 'off')",1
"('extra', 'off', 'the')",1
"('off', 'the', 'sale')",1
"('sale', 'price', 'it')",1
"('price', 'it', 's')",1
"('s', 'not', 'worth')",1
"('worth', 'it', 'the')",1
"('it', 'the', 'full')",1
"('full', 'price', 'Bummer')",1
"('price', 'Bummer', 'i')",1
"('Bummer', 'i', 'loved')",1
"('loved', 'the', 'lacy')",1
"('the', 'lacy', 'bell')",1
"('lacy', 'bell', 'arm')",1
"('bell', 'arm', 'and')",1
"('arm', 'and', 'everything')",1
"('and', 'everything', 'about')",1
"('everything', 'about', 'the')",1
"('about', 'the', 'look')",1
"('sweater', 'but', 'it')",1
"('is', 'huge', 'in')",1
"('in', 'the', 'abdomen')",1
"('the', 'abdomen', 'seriously')",1
"('abdomen', 'seriously', 'look')",1
"('seriously', 'look', 'maternity')",1
"('look', 'maternity', 'to')",1
"('maternity', 'to', 'me')",1
"('to', 'me', 'the')",1
"('me', 'the', 'neck')",1
"('neck', 'is', 'also')",1
"('is', 'also', 'too')",1
"('also', 'too', 'wide')",1
"('wide', 'the', 'quality')",1
"('is', 'very', 'nice')",2
"('very', 'nice', 'and')",2
"('and', 'the', 'weight')",1
"('weight', 'is', 'nice')",1
"('nice', 'and', 'heavy')",1
"('and', 'heavy', 'but')",1
"('heavy', 'but', 'the')",1
"('cut', 'just', 'didn')",1
"('t', 'work', 'on')",1
"('work', 'on', 'me')",1
"('me', 'i', 'returned')",1
"('this', 'one', 'The')",1
"('one', 'The', 'sleeve')",1
"('The', 'sleeve', 'on')",1
"('sleeve', 'on', 'this')",1
"('on', 'this', 'top')",1
"('this', 'top', 'always')",1
"('top', 'always', 'caught')",1
"('always', 'caught', 'my')",1
"('my', 'eye', 'every')",1
"('eye', 'every', 'single')",1
"('every', 'single', 'time')",1
"('single', 'time', 'i')",1
"('time', 'i', 'wa')",1
"('a', 'store', 'they')",1
"('store', 'they', 'never')",1
"('they', 'never', 'had')",1
"('never', 'had', 'my')",1
"('had', 'my', 'size')",1
"('my', 'size', 'to')",1
"('size', 'to', 'try')",1
"('try', 'on', 'so')",1
"('on', 'so', 'when')",1
"('so', 'when', 'a')",1
"('when', 'a', 'free')",1
"('a', 'free', 'shipping')",1
"('free', 'shipping', 'offer')",1
